record_id,site_code,site_name,year,month,scope,basis,fuel_category,fuel_type,fuel_code,consumption_amount,consumption_unit,emission_factor_id,co2_tco2e,ch4_tco2e,n2o_tco2e,hfcs_tco2e,total_tco2e,data_quality,verification_body,verification_level,source_system,synced_at,created_at,updated_at,updated_by
GHG-S12-2024-0152,SITE-DC04,춘천 데이터센터,2024,8,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,695.1,kg,EF-HFC410A-2023,0.0,0.0,0.0,1451.3688,1451.3688,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:00:00,user_ghg
GHG-S12-2024-0153,SITE-DC04,춘천 데이터센터,2024,9,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,587.6,kg,EF-HFC410A-2023,0.0,0.0,0.0,1226.9088,1226.9088,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:16:00,user_ghg
GHG-S12-2024-0154,SITE-DC04,춘천 데이터센터,2024,10,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,428.1,kg,EF-HFC410A-2023,0.0,0.0,0.0,893.8728,893.8728,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:18:00,user_ghg
GHG-S12-2024-0155,SITE-DC04,춘천 데이터센터,2024,11,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,343.9,kg,EF-HFC410A-2023,0.0,0.0,0.0,718.0632,718.0632,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:44:00,user_ghg
GHG-S12-2024-0156,SITE-DC04,춘천 데이터센터,2024,12,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,284.5,kg,EF-HFC410A-2023,0.0,0.0,0.0,594.036,594.036,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:42:00,user_ghg
GHG-S12-2024-0157,SITE-DC04,춘천 데이터센터,2024,1,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,1126535.3,Nm³,EF-LNG-2023,2353.5857,51.2179,34.1453,0.0,2438.9489,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:09:00,user_ghg
GHG-S12-2024-0158,SITE-DC04,춘천 데이터센터,2024,2,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,1094943.4,Nm³,EF-LNG-2023,2287.5832,49.7816,33.1877,0.0,2370.5525,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:18:00,user_ghg
GHG-S12-2024-0159,SITE-DC04,춘천 데이터센터,2024,3,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,895909.7,Nm³,EF-LNG-2023,1871.7569,40.7325,27.155,0.0,1939.6445,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:03:00,user_ghg
GHG-S12-2024-0160,SITE-DC04,춘천 데이터센터,2024,4,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,763633.8,Nm³,EF-LNG-2023,1595.4028,34.7186,23.1457,0.0,1653.2672,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:03:00,user_ghg
GHG-S12-2024-0161,SITE-DC04,춘천 데이터센터,2024,5,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,671984.1,Nm³,EF-LNG-2023,1403.926,30.5518,20.3678,0.0,1454.8456,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:03:00,user_ghg
GHG-S12-2024-0162,SITE-DC04,춘천 데이터센터,2024,6,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,567102.7,Nm³,EF-LNG-2023,1184.8051,25.7833,17.1889,0.0,1227.7773,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:37:00,user_ghg
GHG-S12-2024-0163,SITE-DC04,춘천 데이터센터,2024,7,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,591399.8,Nm³,EF-LNG-2023,1235.5673,26.888,17.9253,0.0,1280.3806,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:32:00,user_ghg
GHG-S12-2024-0164,SITE-DC04,춘천 데이터센터,2024,8,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,661485.1,Nm³,EF-LNG-2023,1381.9912,30.0744,20.0496,0.0,1432.1152,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:10:00,user_ghg
GHG-S12-2024-0165,SITE-DC04,춘천 데이터센터,2024,9,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,739582.8,Nm³,EF-LNG-2023,1545.1549,33.6251,22.4168,0.0,1601.1968,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:32:00,user_ghg
GHG-S12-2024-0166,SITE-DC04,춘천 데이터센터,2024,10,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,821898.4,Nm³,EF-LNG-2023,1717.1307,37.3676,24.9117,0.0,1779.41,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:54:00,user_ghg
GHG-S12-2024-0167,SITE-DC04,춘천 데이터센터,2024,11,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,935347.1,Nm³,EF-LNG-2023,1954.1506,42.5256,28.3504,0.0,2025.0265,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:04:00,user_ghg
GHG-S12-2024-0168,SITE-DC04,춘천 데이터센터,2024,12,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,1065845.8,Nm³,EF-LNG-2023,2226.7917,48.4587,32.3058,0.0,2307.5562,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:43:00,user_ghg
GHG-S12-2024-0169,SITE-DC04,춘천 데이터센터,2024,1,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23452.1,L,EF-DIESEL-2023,59.7831,0.9245,0.9245,0.0,61.6321,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:25:00,user_ghg
GHG-S12-2024-0170,SITE-DC04,춘천 데이터센터,2024,2,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23187.1,L,EF-DIESEL-2023,59.1076,0.914,0.914,0.0,60.9357,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:56:00,user_ghg
GHG-S12-2024-0171,SITE-DC04,춘천 데이터센터,2024,3,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,24373.7,L,EF-DIESEL-2023,62.1325,0.9608,0.9608,0.0,64.0541,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:37:00,user_ghg
GHG-S12-2024-0172,SITE-DC04,춘천 데이터센터,2024,4,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23954.4,L,EF-DIESEL-2023,61.0636,0.9443,0.9443,0.0,62.9522,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:39:00,user_ghg
GHG-S12-2024-0173,SITE-DC04,춘천 데이터센터,2024,5,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23331.2,L,EF-DIESEL-2023,59.475,0.9197,0.9197,0.0,61.3144,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:26:00,user_ghg
GHG-S12-2024-0174,SITE-DC04,춘천 데이터센터,2024,6,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23797.1,L,EF-DIESEL-2023,60.6626,0.9381,0.9381,0.0,62.5388,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:20:00,user_ghg
GHG-S12-2024-0175,SITE-DC04,춘천 데이터센터,2024,7,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,24400.5,L,EF-DIESEL-2023,62.2008,0.9619,0.9619,0.0,64.1245,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:13:00,user_ghg
GHG-S12-2024-0176,SITE-DC04,춘천 데이터센터,2024,8,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23872.1,L,EF-DIESEL-2023,60.8538,0.941,0.941,0.0,62.7359,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:15:00,user_ghg
GHG-S12-2024-0177,SITE-DC04,춘천 데이터센터,2024,9,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23314.0,L,EF-DIESEL-2023,59.4311,0.919,0.919,0.0,61.2692,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:25:00,user_ghg
GHG-S12-2024-0178,SITE-DC04,춘천 데이터센터,2024,10,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23489.6,L,EF-DIESEL-2023,59.8788,0.926,0.926,0.0,61.7307,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:42:00,user_ghg
GHG-S12-2024-0179,SITE-DC04,춘천 데이터센터,2024,11,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23378.7,L,EF-DIESEL-2023,59.596,0.9216,0.9216,0.0,61.4392,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:29:00,user_ghg
GHG-S12-2024-0180,SITE-DC04,춘천 데이터센터,2024,12,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,23860.3,L,EF-DIESEL-2023,60.8238,0.9406,0.9406,0.0,62.7049,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:59:00,user_ghg
GHG-S12-2024-0181,SITE-DC04,춘천 데이터센터,2024,1,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9429.9,L,EF-GASOLINE-2023,20.7307,0.5399,0.3239,0.0,21.5945,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:00:00,user_ghg
GHG-S12-2024-0182,SITE-DC04,춘천 데이터센터,2024,2,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9194.4,L,EF-GASOLINE-2023,20.213,0.5264,0.3158,0.0,21.0552,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:39:00,user_ghg
GHG-S12-2024-0183,SITE-DC04,춘천 데이터센터,2024,3,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9496.2,L,EF-GASOLINE-2023,20.8764,0.5437,0.3262,0.0,21.7463,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:04:00,user_ghg
GHG-S12-2024-0184,SITE-DC04,춘천 데이터센터,2024,4,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9409.7,L,EF-GASOLINE-2023,20.6863,0.5387,0.3232,0.0,21.5482,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:13:00,user_ghg
GHG-S12-2024-0185,SITE-DC04,춘천 데이터센터,2024,5,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9169.9,L,EF-GASOLINE-2023,20.1591,0.525,0.315,0.0,20.9991,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:16:00,user_ghg
GHG-S12-2024-0186,SITE-DC04,춘천 데이터센터,2024,6,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9418.3,L,EF-GASOLINE-2023,20.7052,0.5392,0.3235,0.0,21.5679,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:59:00,user_ghg
GHG-S12-2024-0187,SITE-DC04,춘천 데이터센터,2024,7,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9375.7,L,EF-GASOLINE-2023,20.6116,0.5368,0.3221,0.0,21.4704,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:56:00,user_ghg
GHG-S12-2024-0188,SITE-DC04,춘천 데이터센터,2024,8,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9544.9,L,EF-GASOLINE-2023,20.9835,0.5464,0.3279,0.0,21.8578,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:56:00,user_ghg
GHG-S12-2024-0189,SITE-DC04,춘천 데이터센터,2024,9,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9520.7,L,EF-GASOLINE-2023,20.9303,0.5451,0.327,0.0,21.8024,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:23:00,user_ghg
GHG-S12-2024-0190,SITE-DC04,춘천 데이터센터,2024,10,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9553.4,L,EF-GASOLINE-2023,21.0022,0.5469,0.3282,0.0,21.8773,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:10:00,user_ghg
GHG-S12-2024-0191,SITE-DC04,춘천 데이터센터,2024,11,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9450.0,L,EF-GASOLINE-2023,20.7749,0.541,0.3246,0.0,21.6405,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:53:00,user_ghg
GHG-S12-2024-0192,SITE-DC04,춘천 데이터센터,2024,12,Scope1,시장기반,이동연소,휘발유,FUEL-GASOLINE-01,9161.8,L,EF-GASOLINE-2023,20.1413,0.5245,0.3147,0.0,20.9805,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:45:00,user_ghg
GHG-S12-2024-0193,SITE-DC05,판교 데이터센터,2024,1,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,143.2,kg,EF-HFC410A-2023,0.0,0.0,0.0,299.0016,299.0016,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:39:00,user_ghg
GHG-S12-2024-0194,SITE-DC05,판교 데이터센터,2024,2,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,168.6,kg,EF-HFC410A-2023,0.0,0.0,0.0,352.0368,352.0368,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:00:00,user_ghg
GHG-S12-2024-0195,SITE-DC05,판교 데이터센터,2024,3,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,220.0,kg,EF-HFC410A-2023,0.0,0.0,0.0,459.36,459.36,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:19:00,user_ghg
GHG-S12-2024-0196,SITE-DC05,판교 데이터센터,2024,4,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,263.5,kg,EF-HFC410A-2023,0.0,0.0,0.0,550.188,550.188,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:56:00,user_ghg
GHG-S12-2024-0197,SITE-DC05,판교 데이터센터,2024,5,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,317.0,kg,EF-HFC410A-2023,0.0,0.0,0.0,661.896,661.896,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:16:00,user_ghg
GHG-S12-2024-0198,SITE-DC05,판교 데이터센터,2024,6,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,364.9,kg,EF-HFC410A-2023,0.0,0.0,0.0,761.9112,761.9112,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:56:00,user_ghg
GHG-S12-2024-0199,SITE-DC05,판교 데이터센터,2024,7,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,369.1,kg,EF-HFC410A-2023,0.0,0.0,0.0,770.6808,770.6808,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:47:00,user_ghg
GHG-S12-2024-0200,SITE-DC05,판교 데이터센터,2024,8,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,330.8,kg,EF-HFC410A-2023,0.0,0.0,0.0,690.7104,690.7104,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:09:00,user_ghg
GHG-S12-2024-0201,SITE-DC05,판교 데이터센터,2024,9,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,290.4,kg,EF-HFC410A-2023,0.0,0.0,0.0,606.3552,606.3552,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:18:00,user_ghg
GHG-S12-2024-0202,SITE-DC05,판교 데이터센터,2024,10,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,220.9,kg,EF-HFC410A-2023,0.0,0.0,0.0,461.2392,461.2392,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:45:00,user_ghg
GHG-S12-2024-0203,SITE-DC05,판교 데이터센터,2024,11,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,165.4,kg,EF-HFC410A-2023,0.0,0.0,0.0,345.3552,345.3552,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:13:00,user_ghg
GHG-S12-2024-0204,SITE-DC05,판교 데이터센터,2024,12,Scope1,시장기반,탈루,HFC-410A,FUEL-HFC410A-01,142.4,kg,EF-HFC410A-2023,0.0,0.0,0.0,297.3312,297.3312,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:32:00,user_ghg
GHG-S12-2024-0205,SITE-DC05,판교 데이터센터,2024,1,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,521767.0,Nm³,EF-LNG-2023,1090.0887,23.7221,15.8148,0.0,1129.6256,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:16:00,user_ghg
GHG-S12-2024-0206,SITE-DC05,판교 데이터센터,2024,2,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,465504.1,Nm³,EF-LNG-2023,972.5428,21.1641,14.1094,0.0,1007.8164,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:05:00,user_ghg
GHG-S12-2024-0207,SITE-DC05,판교 데이터센터,2024,3,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,410101.4,Nm³,EF-LNG-2023,856.7941,18.6453,12.4302,0.0,887.8695,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:53:00,user_ghg
GHG-S12-2024-0208,SITE-DC05,판교 데이터센터,2024,4,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,337363.2,Nm³,EF-LNG-2023,704.8276,15.3382,10.2255,0.0,730.3913,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:02:00,user_ghg
GHG-S12-2024-0209,SITE-DC05,판교 데이터센터,2024,5,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,290016.6,Nm³,EF-LNG-2023,605.9099,13.1856,8.7904,0.0,627.8859,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:21:00,user_ghg
GHG-S12-2024-0210,SITE-DC05,판교 데이터센터,2024,6,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,253428.3,Nm³,EF-LNG-2023,529.4688,11.5221,7.6814,0.0,548.6723,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:40:00,user_ghg
GHG-S12-2024-0211,SITE-DC05,판교 데이터센터,2024,7,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,253000.4,Nm³,EF-LNG-2023,528.5748,11.5027,7.6684,0.0,547.7459,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 13:10:00,user_ghg
GHG-S12-2024-0212,SITE-DC05,판교 데이터센터,2024,8,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,288304.6,Nm³,EF-LNG-2023,602.3332,13.1078,8.7385,0.0,624.1795,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 16:35:00,user_ghg
GHG-S12-2024-0213,SITE-DC05,판교 데이터센터,2024,9,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,331255.2,Nm³,EF-LNG-2023,692.0666,15.0605,10.0403,0.0,717.1675,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:35:00,user_ghg
GHG-S12-2024-0214,SITE-DC05,판교 데이터센터,2024,10,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,364129.5,Nm³,EF-LNG-2023,760.7485,16.5551,11.0368,0.0,788.3404,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:07:00,user_ghg
GHG-S12-2024-0215,SITE-DC05,판교 데이터센터,2024,11,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,407232.0,Nm³,EF-LNG-2023,850.7993,18.5148,12.3432,0.0,881.6573,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:56:00,user_ghg
GHG-S12-2024-0216,SITE-DC05,판교 데이터센터,2024,12,Scope1,시장기반,고정연소,LNG,FUEL-LNG-01,465923.1,Nm³,EF-LNG-2023,973.4182,21.1832,14.1221,0.0,1008.7235,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 11:34:00,user_ghg
GHG-S12-2024-0217,SITE-DC05,판교 데이터센터,2024,1,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15829.2,L,EF-DIESEL-2023,40.3511,0.624,0.624,0.0,41.5991,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:53:00,user_ghg
GHG-S12-2024-0218,SITE-DC05,판교 데이터센터,2024,2,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15799.4,L,EF-DIESEL-2023,40.2752,0.6228,0.6228,0.0,41.5208,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:37:00,user_ghg
GHG-S12-2024-0219,SITE-DC05,판교 데이터센터,2024,3,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,16280.5,L,EF-DIESEL-2023,41.5016,0.6418,0.6418,0.0,42.7852,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:09:00,user_ghg
GHG-S12-2024-0220,SITE-DC05,판교 데이터센터,2024,4,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,16288.6,L,EF-DIESEL-2023,41.5222,0.6421,0.6421,0.0,42.8064,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 15:08:00,user_ghg
GHG-S12-2024-0221,SITE-DC05,판교 데이터센터,2024,5,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15715.6,L,EF-DIESEL-2023,40.0616,0.6195,0.6195,0.0,41.3006,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:19:00,user_ghg
GHG-S12-2024-0222,SITE-DC05,판교 데이터센터,2024,6,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15437.6,L,EF-DIESEL-2023,39.3529,0.6086,0.6086,0.0,40.57,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:57:00,user_ghg
GHG-S12-2024-0223,SITE-DC05,판교 데이터센터,2024,7,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15901.1,L,EF-DIESEL-2023,40.5345,0.6268,0.6268,0.0,41.7881,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 09:57:00,user_ghg
GHG-S12-2024-0224,SITE-DC05,판교 데이터센터,2024,8,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,16020.8,L,EF-DIESEL-2023,40.8396,0.6315,0.6315,0.0,42.1027,추정,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 14:13:00,user_ghg
GHG-S12-2024-0225,SITE-DC05,판교 데이터센터,2024,9,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15984.0,L,EF-DIESEL-2023,40.7458,0.6301,0.6301,0.0,42.006,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 12:42:00,user_ghg
GHG-S12-2024-0226,SITE-DC05,판교 데이터센터,2024,10,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,15365.1,L,EF-DIESEL-2023,39.1681,0.6057,0.6057,0.0,40.3795,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 10:22:00,user_ghg
GHG-S12-2024-0227,SITE-DC05,판교 데이터센터,2024,11,Scope1,시장기반,이동연소,경유,FUEL-DIESEL-01,16297.2,L,EF-DIESEL-2023,41.5441,0.6424,0.6424,0.0,42.829,실측,한국품질재단(KFQ),합리적 확신,GHG,2025-01-05 08:55:00,2025-01-05 09:00:00,2025-01-13 17:56:00,user_ghg
